session_id,customer_id,login_time,logout_time,device_type,browser,pages_visited,session_duration
2761,14081537_luca4567202309,"2024-02-29 00:00:00","2024-02-29 01:23:00",Mobile,Chrome,20,83
2762,4d2ee361_xin.8504202307,"2023-04-05 00:00:00","2023-04-05 01:47:00",Mobile,Chrome,12,107
2763,95fb78e0_mart3420202310,"2023-06-17 00:00:00","2023-06-17 01:17:00",Tablet,Edge,9,77
2764,95fb78e0_mart3420202310,"2024-04-11 00:00:00","2024-04-11 01:05:00",Tablet,Edge,12,65
2765,95fb78e0_mart3420202310,"2023-01-16 00:00:00","2023-01-16 00:07:00",Mobile,Chrome,6,7
2766,95fb78e0_mart3420202310,"2023-12-04 00:00:00","2023-12-04 00:05:00",Tablet,Safari,14,5
2767,95fb78e0_mart3420202310,"2024-02-07 00:00:00","2024-02-07 01:48:00",Desktop,Firefox,20,108
2768,95fb78e0_mart3420202310,"2023-05-07 00:00:00","2023-05-07 00:34:00",Mobile,Chrome,15,34
2769,95fb78e0_mart3420202310,"2024-02-10 00:00:00","2024-02-10 00:48:00",Tablet,Firefox,6,48
2770,95fb78e0_mart3420202310,"2023-07-26 00:00:00","2023-07-26 00:13:00",Tablet,Chrome,19,13
2771,95fb78e0_mart3420202310,"2023-05-22 00:00:00","2023-05-22 01:11:00",Mobile,Chrome,15,71
2772,95fb78e0_mart3420202310,"2024-04-15 00:00:00","2024-04-15 01:07:00",Tablet,Edge,20,67
2773,8af54663_jun.8642202204,"2023-05-11 00:00:00","2023-05-11 00:30:00",Desktop,Chrome,15,30
2774,8af54663_jun.8642202204,"2024-03-09 00:00:00","2024-03-09 00:54:00",Mobile,Chrome,1,54
2775,8af54663_jun.8642202204,"2023-12-09 00:00:00","2023-12-09 00:07:00",Mobile,Firefox,1,7
2776,8af54663_jun.8642202204,"2024-03-07 00:00:00","2024-03-07 00:40:00",Desktop,Chrome,14,40
2777,8af54663_jun.8642202204,"2023-09-26 00:00:00","2023-09-26 01:35:00",Tablet,Edge,19,95
2778,8af54663_jun.8642202204,"2024-04-10 00:00:00","2024-04-10 01:15:00",Tablet,Edge,11,75
2779,6b336f9a_wei.7398202209,"2023-12-26 00:00:00","2023-12-26 01:24:00",Mobile,Safari,15,84
2780,6b336f9a_wei.7398202209,"2023-01-12 00:00:00","2023-01-12 02:00:00",Mobile,Firefox,13,120
2781,6b336f9a_wei.7398202209,"2023-09-09 00:00:00","2023-09-09 01:15:00",Desktop,Chrome,7,75
2782,6b336f9a_wei.7398202209,"2023-07-03 00:00:00","2023-07-03 01:44:00",Mobile,Chrome,8,104
2783,6b336f9a_wei.7398202209,"2024-03-07 00:00:00","2024-03-07 00:15:00",Tablet,Firefox,2,15
2784,6b336f9a_wei.7398202209,"2023-02-01 00:00:00","2023-02-01 01:47:00",Desktop,Edge,16,107
2785,6b336f9a_wei.7398202209,"2024-04-24 00:00:00","2024-04-24 00:57:00",Desktop,Firefox,12,57
2786,6b336f9a_wei.7398202209,"2023-04-05 00:00:00","2023-04-05 01:03:00",Desktop,Safari,7,63
2787,479bc95f_amel0065202308,"2024-01-22 00:00:00","2024-01-22 01:36:00",Desktop,Edge,4,96
2788,479bc95f_amel0065202308,"2023-09-21 00:00:00","2023-09-21 00:35:00",Tablet,Firefox,16,35
2789,479bc95f_amel0065202308,"2023-05-14 00:00:00","2023-05-14 00:09:00",Mobile,Firefox,5,9
2790,479bc95f_amel0065202308,"2024-02-15 00:00:00","2024-02-15 00:24:00",Desktop,Safari,14,24
2791,479bc95f_amel0065202308,"2023-03-21 00:00:00","2023-03-21 00:46:00",Mobile,Safari,20,46
2792,479bc95f_amel0065202308,"2024-01-22 00:00:00","2024-01-22 00:28:00",Mobile,Safari,15,28
2793,479bc95f_amel0065202308,"2023-09-20 00:00:00","2023-09-20 00:51:00",Desktop,Edge,18,51
2794,479bc95f_amel0065202308,"2023-04-17 00:00:00","2023-04-17 00:22:00",Mobile,Safari,3,22
2795,479bc95f_amel0065202308,"2023-06-23 00:00:00","2023-06-23 00:19:00",Tablet,Chrome,2,19
2796,31a0a07b_min.3152202305,"2024-03-23 00:00:00","2024-03-23 00:33:00",Mobile,Firefox,15,33
2797,31a0a07b_min.3152202305,"2023-09-30 00:00:00","2023-09-30 01:45:00",Tablet,Edge,11,105
2798,31a0a07b_min.3152202305,"2023-10-27 00:00:00","2023-10-27 00:22:00",Mobile,Firefox,15,22
2799,31a0a07b_min.3152202305,"2024-04-03 00:00:00","2024-04-03 01:17:00",Mobile,Edge,5,77
2800,31a0a07b_min.3152202305,"2023-04-26 00:00:00","2023-04-26 01:58:00",Desktop,Chrome,14,118
2801,31a0a07b_min.3152202305,"2024-04-28 00:00:00","2024-04-28 00:05:00",Desktop,Firefox,12,5
2802,31a0a07b_min.3152202305,"2023-12-10 00:00:00","2023-12-10 01:49:00",Desktop,Chrome,20,109
2803,c3abe44a_thom3964202201,"2023-03-15 00:00:00","2023-03-15 01:32:00",Tablet,Safari,12,92
2804,c3abe44a_thom3964202201,"2023-03-10 00:00:00","2023-03-10 01:42:00",Mobile,Chrome,14,102
2805,c3abe44a_thom3964202201,"2023-06-26 00:00:00","2023-06-26 01:10:00",Desktop,Chrome,7,70
2806,c3abe44a_thom3964202201,"2024-03-14 00:00:00","2024-03-14 00:22:00",Tablet,Firefox,19,22
2807,c3abe44a_thom3964202201,"2024-01-06 00:00:00","2024-01-06 01:10:00",Mobile,Edge,6,70
2808,61de4ee7_deep5847202307,"2023-10-19 00:00:00","2023-10-19 01:03:00",Desktop,Firefox,15,63
2809,61de4ee7_deep5847202307,"2023-09-13 00:00:00","2023-09-13 01:49:00",Tablet,Firefox,12,109
2810,61de4ee7_deep5847202307,"2023-12-14 00:00:00","2023-12-14 01:13:00",Mobile,Firefox,6,73
2811,61de4ee7_deep5847202307,"2023-08-01 00:00:00","2023-08-01 01:57:00",Desktop,Safari,19,117
2812,61de4ee7_deep5847202307,"2024-01-22 00:00:00","2024-01-22 00:13:00",Mobile,Chrome,11,13
2813,61de4ee7_deep5847202307,"2023-03-08 00:00:00","2023-03-08 01:05:00",Tablet,Edge,2,65
2814,61de4ee7_deep5847202307,"2023-08-10 00:00:00","2023-08-10 00:05:00",Tablet,Firefox,7,5
2815,61de4ee7_deep5847202307,"2023-09-07 00:00:00","2023-09-07 01:24:00",Desktop,Firefox,12,84
2816,7eec256e_noah9687202201,"2023-05-30 00:00:00","2023-05-30 01:39:00",Mobile,Chrome,13,99
2817,7eec256e_noah9687202201,"2023-07-30 00:00:00","2023-07-30 01:02:00",Tablet,Chrome,7,62
2818,4f87bf84_amel7065202310,"2024-01-08 00:00:00","2024-01-08 00:34:00",Desktop,Edge,1,34
2819,4f87bf84_amel7065202310,"2024-02-22 00:00:00","2024-02-22 01:36:00",Mobile,Safari,1,96
2820,4f87bf84_amel7065202310,"2023-05-08 00:00:00","2023-05-08 00:32:00",Desktop,Chrome,11,32
2821,4f87bf84_amel7065202310,"2023-02-27 00:00:00","2023-02-27 00:37:00",Mobile,Edge,6,37
2822,4f87bf84_amel7065202310,"2024-01-31 00:00:00","2024-01-31 01:47:00",Tablet,Firefox,3,107
2823,4f87bf84_amel7065202310,"2024-04-10 00:00:00","2024-04-10 00:29:00",Mobile,Chrome,3,29
2824,4f87bf84_amel7065202310,"2023-12-07 00:00:00","2023-12-07 01:34:00",Desktop,Chrome,11,94
2825,0b198bc4_thom9597202206,"2024-02-15 00:00:00","2024-02-15 01:08:00",Mobile,Firefox,15,68
2826,0b198bc4_thom9597202206,"2023-02-22 00:00:00","2023-02-22 00:59:00",Tablet,Safari,14,59
2827,0b198bc4_thom9597202206,"2024-01-30 00:00:00","2024-01-30 01:34:00",Desktop,Edge,14,94
2828,0b198bc4_thom9597202206,"2023-11-02 00:00:00","2023-11-02 00:19:00",Mobile,Edge,1,19
2829,0b198bc4_thom9597202206,"2023-12-07 00:00:00","2023-12-07 01:17:00",Tablet,Edge,17,77
2830,0b198bc4_thom9597202206,"2023-07-27 00:00:00","2023-07-27 00:46:00",Mobile,Safari,18,46
2831,0b198bc4_thom9597202206,"2023-12-04 00:00:00","2023-12-04 00:55:00",Tablet,Edge,2,55
2832,0b198bc4_thom9597202206,"2024-03-23 00:00:00","2024-03-23 01:18:00",Tablet,Firefox,13,78
2833,0b198bc4_thom9597202206,"2023-06-23 00:00:00","2023-06-23 01:04:00",Desktop,Chrome,13,64
2834,0b198bc4_thom9597202206,"2023-08-10 00:00:00","2023-08-10 00:36:00",Desktop,Safari,14,36
2835,d5cd804a_ayes7984202205,"2023-06-29 00:00:00","2023-06-29 00:47:00",Mobile,Safari,9,47
2836,d5cd804a_ayes7984202205,"2023-05-25 00:00:00","2023-05-25 00:58:00",Mobile,Edge,8,58
2837,4819e9dc_vikr7812202307,"2023-06-07 00:00:00","2023-06-07 01:54:00",Mobile,Edge,14,114
2838,4819e9dc_vikr7812202307,"2023-08-02 00:00:00","2023-08-02 00:01:00",Tablet,Chrome,7,1
2839,4819e9dc_vikr7812202307,"2023-02-03 00:00:00","2023-02-03 01:24:00",Mobile,Edge,16,84
2840,4819e9dc_vikr7812202307,"2023-01-31 00:00:00","2023-01-31 01:15:00",Desktop,Firefox,13,75
2841,4819e9dc_vikr7812202307,"2023-06-21 00:00:00","2023-06-21 00:11:00",Tablet,Firefox,16,11
2842,7a9005b4_sofi3500202211,"2023-07-03 00:00:00","2023-07-03 00:06:00",Tablet,Edge,12,6
2843,7a9005b4_sofi3500202211,"2023-01-20 00:00:00","2023-01-20 00:50:00",Mobile,Chrome,10,50
2844,7a9005b4_sofi3500202211,"2024-03-03 00:00:00","2024-03-03 01:52:00",Desktop,Safari,10,112
2845,7a9005b4_sofi3500202211,"2023-11-16 00:00:00","2023-11-16 01:39:00",Mobile,Edge,16,99
2846,7a9005b4_sofi3500202211,"2023-01-30 00:00:00","2023-01-30 00:46:00",Desktop,Chrome,7,46
2847,7a9005b4_sofi3500202211,"2023-05-11 00:00:00","2023-05-11 01:18:00",Desktop,Firefox,1,78
2848,7a9005b4_sofi3500202211,"2023-01-20 00:00:00","2023-01-20 01:44:00",Mobile,Safari,10,104
2849,bb6fec54_jun.9598202303,"2023-02-07 00:00:00","2023-02-07 00:22:00",Desktop,Firefox,8,22
2850,bb6fec54_jun.9598202303,"2024-03-30 00:00:00","2024-03-30 01:36:00",Mobile,Firefox,13,96
2851,bb6fec54_jun.9598202303,"2024-04-27 00:00:00","2024-04-27 00:03:00",Tablet,Edge,10,3
2852,bb6fec54_jun.9598202303,"2023-11-09 00:00:00","2023-11-09 00:56:00",Desktop,Firefox,13,56
2853,bb6fec54_jun.9598202303,"2023-01-10 00:00:00","2023-01-10 01:17:00",Mobile,Edge,9,77
2854,bb6fec54_jun.9598202303,"2024-04-21 00:00:00","2024-04-21 00:18:00",Tablet,Safari,5,18
2855,bb6fec54_jun.9598202303,"2023-07-23 00:00:00","2023-07-23 01:38:00",Tablet,Edge,6,98
2856,bb6fec54_jun.9598202303,"2024-02-02 00:00:00","2024-02-02 01:53:00",Desktop,Edge,15,113
2857,379f8b31_ayes0051202304,"2023-02-17 00:00:00","2023-02-17 01:03:00",Tablet,Chrome,15,63
2858,379f8b31_ayes0051202304,"2023-07-12 00:00:00","2023-07-12 00:01:00",Tablet,Edge,1,1
2859,379f8b31_ayes0051202304,"2023-01-11 00:00:00","2023-01-11 00:56:00",Desktop,Edge,18,56
2860,379f8b31_ayes0051202304,"2023-11-15 00:00:00","2023-11-15 01:56:00",Tablet,Edge,9,116
2861,379f8b31_ayes0051202304,"2023-12-07 00:00:00","2023-12-07 00:36:00",Mobile,Firefox,3,36
2862,379f8b31_ayes0051202304,"2023-06-20 00:00:00","2023-06-20 00:59:00",Desktop,Firefox,7,59
2863,d1e7b96d_soni4334202206,"2023-04-08 00:00:00","2023-04-08 01:23:00",Desktop,Firefox,19,83
2864,d1e7b96d_soni4334202206,"2023-06-29 00:00:00","2023-06-29 00:32:00",Desktop,Edge,16,32
2865,d1e7b96d_soni4334202206,"2023-05-07 00:00:00","2023-05-07 01:45:00",Tablet,Safari,15,105
2866,d1e7b96d_soni4334202206,"2024-01-28 00:00:00","2024-01-28 01:15:00",Mobile,Safari,17,75
2867,d1e7b96d_soni4334202206,"2023-10-13 00:00:00","2023-10-13 00:54:00",Tablet,Edge,1,54
2868,d1e7b96d_soni4334202206,"2023-08-30 00:00:00","2023-08-30 00:52:00",Mobile,Firefox,15,52
2869,d1e7b96d_soni4334202206,"2024-02-10 00:00:00","2024-02-10 00:08:00",Tablet,Firefox,13,8
2870,d1e7b96d_soni4334202206,"2023-02-28 00:00:00","2023-02-28 02:00:00",Tablet,Safari,4,120
2871,d1e7b96d_soni4334202206,"2023-07-10 00:00:00","2023-07-10 01:46:00",Mobile,Chrome,2,106
2872,d1e7b96d_soni4334202206,"2024-04-29 00:00:00","2024-04-29 01:33:00",Mobile,Edge,4,93
2873,8f1e59eb_fati3506202201,"2023-07-27 00:00:00","2023-07-27 01:22:00",Desktop,Edge,1,82
2874,8f1e59eb_fati3506202201,"2023-03-27 00:00:00","2023-03-27 01:02:00",Mobile,Edge,12,62
2875,8f1e59eb_fati3506202201,"2023-07-26 00:00:00","2023-07-26 01:55:00",Mobile,Safari,6,115
2876,8f1e59eb_fati3506202201,"2023-03-27 00:00:00","2023-03-27 00:22:00",Desktop,Safari,2,22
2877,8f1e59eb_fati3506202201,"2023-08-16 00:00:00","2023-08-16 00:18:00",Tablet,Chrome,9,18
2878,8f1e59eb_fati3506202201,"2023-10-04 00:00:00","2023-10-04 01:37:00",Desktop,Edge,17,97
2879,8f1e59eb_fati3506202201,"2024-02-06 00:00:00","2024-02-06 01:44:00",Desktop,Chrome,20,104
2880,8f1e59eb_fati3506202201,"2024-03-21 00:00:00","2024-03-21 01:12:00",Mobile,Safari,17,72
2881,8f1e59eb_fati3506202201,"2023-11-22 00:00:00","2023-11-22 00:45:00",Tablet,Safari,15,45
2882,b784ab18_ayes2805202202,"2023-03-31 00:00:00","2023-03-31 00:52:00",Desktop,Safari,9,52
2883,b784ab18_ayes2805202202,"2024-03-10 00:00:00","2024-03-10 00:48:00",Mobile,Chrome,6,48
2884,b784ab18_ayes2805202202,"2023-10-24 00:00:00","2023-10-24 01:57:00",Mobile,Chrome,7,117
2885,b784ab18_ayes2805202202,"2024-02-22 00:00:00","2024-02-22 01:40:00",Tablet,Safari,9,100
2886,b784ab18_ayes2805202202,"2023-07-14 00:00:00","2023-07-14 01:55:00",Desktop,Edge,18,115
2887,b784ab18_ayes2805202202,"2023-08-01 00:00:00","2023-08-01 01:54:00",Tablet,Safari,16,114
2888,fa66c1cb_jun.8752202212,"2023-06-07 00:00:00","2023-06-07 00:33:00",Tablet,Chrome,12,33
2889,fa66c1cb_jun.8752202212,"2023-08-23 00:00:00","2023-08-23 00:11:00",Desktop,Chrome,12,11
2890,fa66c1cb_jun.8752202212,"2023-06-05 00:00:00","2023-06-05 01:38:00",Desktop,Chrome,12,98
2891,fa66c1cb_jun.8752202212,"2024-01-22 00:00:00","2024-01-22 00:31:00",Mobile,Safari,14,31
2892,fa66c1cb_jun.8752202212,"2023-07-10 00:00:00","2023-07-10 00:09:00",Mobile,Edge,14,9
2893,fa66c1cb_jun.8752202212,"2023-02-08 00:00:00","2023-02-08 01:27:00",Desktop,Safari,6,87
2894,fa66c1cb_jun.8752202212,"2023-05-31 00:00:00","2023-05-31 01:35:00",Desktop,Chrome,6,95
2895,fa66c1cb_jun.8752202212,"2024-04-19 00:00:00","2024-04-19 00:35:00",Tablet,Safari,11,35
2896,fa66c1cb_jun.8752202212,"2023-05-17 00:00:00","2023-05-17 00:42:00",Mobile,Chrome,13,42
2897,83e6ad72_fran2108202302,"2023-03-18 00:00:00","2023-03-18 01:14:00",Tablet,Edge,5,74
2898,83e6ad72_fran2108202302,"2023-07-09 00:00:00","2023-07-09 01:12:00",Tablet,Firefox,2,72
2899,83e6ad72_fran2108202302,"2023-04-11 00:00:00","2023-04-11 01:06:00",Desktop,Safari,15,66
2900,83e6ad72_fran2108202302,"2023-01-03 00:00:00","2023-01-03 01:04:00",Tablet,Safari,17,64
2901,83e6ad72_fran2108202302,"2023-01-29 00:00:00","2023-01-29 00:23:00",Tablet,Firefox,12,23
2902,83e6ad72_fran2108202302,"2023-09-08 00:00:00","2023-09-08 01:21:00",Tablet,Safari,9,81
2903,e84dac46_thom2171202210,"2023-05-04 00:00:00","2023-05-04 00:55:00",Desktop,Safari,20,55
2904,e84dac46_thom2171202210,"2023-04-01 00:00:00","2023-04-01 01:09:00",Mobile,Edge,4,69
2905,e84dac46_thom2171202210,"2023-08-22 00:00:00","2023-08-22 00:43:00",Desktop,Firefox,5,43
2906,e84dac46_thom2171202210,"2024-04-16 00:00:00","2024-04-16 01:10:00",Mobile,Edge,10,70
2907,e84dac46_thom2171202210,"2024-01-13 00:00:00","2024-01-13 01:36:00",Desktop,Edge,15,96
2908,11e92617_will3595202206,"2023-11-10 00:00:00","2023-11-10 00:28:00",Mobile,Safari,2,28
2909,11e92617_will3595202206,"2023-12-07 00:00:00","2023-12-07 00:43:00",Tablet,Firefox,14,43
2910,11e92617_will3595202206,"2024-01-01 00:00:00","2024-01-01 01:31:00",Desktop,Chrome,12,91
2911,b73ee4a2_yan.5522202206,"2023-07-22 00:00:00","2023-07-22 01:37:00",Desktop,Safari,18,97
2912,b73ee4a2_yan.5522202206,"2023-12-10 00:00:00","2023-12-10 00:33:00",Desktop,Edge,11,33
2913,b73ee4a2_yan.5522202206,"2023-09-17 00:00:00","2023-09-17 00:14:00",Tablet,Firefox,4,14
2914,b73ee4a2_yan.5522202206,"2023-05-20 00:00:00","2023-05-20 01:59:00",Tablet,Safari,15,119
2915,b73ee4a2_yan.5522202206,"2023-10-03 00:00:00","2023-10-03 00:57:00",Tablet,Safari,15,57
2916,5a0381bb_mia.8897202302,"2024-04-15 00:00:00","2024-04-15 00:12:00",Mobile,Safari,1,12
2917,5a0381bb_mia.8897202302,"2024-04-08 00:00:00","2024-04-08 01:20:00",Desktop,Safari,13,80
2918,5a0381bb_mia.8897202302,"2023-01-18 00:00:00","2023-01-18 01:16:00",Desktop,Chrome,17,76
2919,5a0381bb_mia.8897202302,"2023-10-25 00:00:00","2023-10-25 01:41:00",Mobile,Chrome,20,101
2920,5a0381bb_mia.8897202302,"2023-11-11 00:00:00","2023-11-11 01:27:00",Tablet,Firefox,14,87
2921,5a0381bb_mia.8897202302,"2023-05-25 00:00:00","2023-05-25 00:55:00",Desktop,Edge,7,55
2922,5a0381bb_mia.8897202302,"2023-09-19 00:00:00","2023-09-19 00:07:00",Tablet,Edge,20,7
2923,b903f932_chen1338202212,"2023-10-31 00:00:00","2023-10-31 00:11:00",Desktop,Safari,1,11
2924,b903f932_chen1338202212,"2023-11-06 00:00:00","2023-11-06 00:25:00",Tablet,Firefox,16,25
2925,b903f932_chen1338202212,"2024-03-21 00:00:00","2024-03-21 01:05:00",Mobile,Firefox,20,65
2926,b903f932_chen1338202212,"2023-04-13 00:00:00","2023-04-13 00:56:00",Desktop,Chrome,19,56
2927,b903f932_chen1338202212,"2023-06-25 00:00:00","2023-06-25 00:31:00",Mobile,Safari,19,31
2928,aaa51dac_mia.6229202307,"2023-05-08 00:00:00","2023-05-08 01:39:00",Mobile,Safari,6,99
2929,aaa51dac_mia.6229202307,"2023-06-25 00:00:00","2023-06-25 00:53:00",Tablet,Edge,1,53
2930,aaa51dac_mia.6229202307,"2023-09-01 00:00:00","2023-09-01 00:50:00",Tablet,Edge,7,50
2931,aaa51dac_mia.6229202307,"2023-10-17 00:00:00","2023-10-17 01:42:00",Desktop,Chrome,6,102
2932,24e0ffdd_sabi6314202208,"2023-07-30 00:00:00","2023-07-30 00:49:00",Desktop,Chrome,14,49
2933,24e0ffdd_sabi6314202208,"2023-01-16 00:00:00","2023-01-16 00:02:00",Mobile,Chrome,15,2
2934,24e0ffdd_sabi6314202208,"2023-06-13 00:00:00","2023-06-13 01:58:00",Desktop,Safari,14,118
2935,24e0ffdd_sabi6314202208,"2023-02-19 00:00:00","2023-02-19 01:34:00",Desktop,Chrome,20,94
2936,24e0ffdd_sabi6314202208,"2023-06-06 00:00:00","2023-06-06 00:38:00",Tablet,Firefox,11,38
2937,24e0ffdd_sabi6314202208,"2023-09-11 00:00:00","2023-09-11 01:45:00",Desktop,Safari,8,105
2938,1a088a88_isab2281202304,"2023-12-05 00:00:00","2023-12-05 01:53:00",Tablet,Chrome,18,113
2939,1a088a88_isab2281202304,"2023-10-26 00:00:00","2023-10-26 00:50:00",Mobile,Firefox,11,50
2940,54f22cc1_andr7918202310,"2023-10-10 00:00:00","2023-10-10 01:56:00",Mobile,Firefox,8,116
2941,54f22cc1_andr7918202310,"2023-09-09 00:00:00","2023-09-09 00:36:00",Tablet,Firefox,6,36
2942,54f22cc1_andr7918202310,"2024-04-23 00:00:00","2024-04-23 00:54:00",Desktop,Firefox,6,54
2943,54f22cc1_andr7918202310,"2023-03-28 00:00:00","2023-03-28 01:22:00",Desktop,Chrome,3,82
2944,54f22cc1_andr7918202310,"2023-03-06 00:00:00","2023-03-06 00:32:00",Tablet,Safari,13,32
2945,54f22cc1_andr7918202310,"2023-03-23 00:00:00","2023-03-23 01:48:00",Mobile,Chrome,10,108
2946,54d18d70_anna8784202203,"2023-07-28 00:00:00","2023-07-28 00:01:00",Tablet,Edge,1,1
2947,54d18d70_anna8784202203,"2023-12-02 00:00:00","2023-12-02 00:03:00",Mobile,Chrome,6,3
2948,54d18d70_anna8784202203,"2023-01-19 00:00:00","2023-01-19 01:49:00",Mobile,Edge,7,109
2949,54d18d70_anna8784202203,"2023-12-07 00:00:00","2023-12-07 00:39:00",Desktop,Chrome,16,39
2950,54d18d70_anna8784202203,"2023-10-19 00:00:00","2023-10-19 01:20:00",Desktop,Chrome,17,80
2951,54d18d70_anna8784202203,"2023-12-09 00:00:00","2023-12-09 00:55:00",Mobile,Firefox,16,55
2952,54d18d70_anna8784202203,"2023-07-21 00:00:00","2023-07-21 01:43:00",Desktop,Firefox,9,103
2953,54d18d70_anna8784202203,"2023-02-20 00:00:00","2023-02-20 00:18:00",Tablet,Safari,9,18
2954,54d18d70_anna8784202203,"2023-09-22 00:00:00","2023-09-22 00:16:00",Tablet,Firefox,17,16
2955,ff567989_hans7218202309,"2023-08-02 00:00:00","2023-08-02 01:19:00",Desktop,Firefox,20,79
2956,ff567989_hans7218202309,"2023-09-07 00:00:00","2023-09-07 01:31:00",Desktop,Chrome,9,91
2957,ff567989_hans7218202309,"2024-01-31 00:00:00","2024-01-31 01:27:00",Mobile,Firefox,19,87
2958,ff567989_hans7218202309,"2023-11-19 00:00:00","2023-11-19 01:41:00",Tablet,Firefox,8,101
2959,ff567989_hans7218202309,"2024-01-02 00:00:00","2024-01-02 00:32:00",Desktop,Firefox,19,32
2960,b78b09ae_mia.1367202202,"2023-07-22 00:00:00","2023-07-22 01:18:00",Tablet,Edge,19,78
2961,b78b09ae_mia.1367202202,"2023-05-11 00:00:00","2023-05-11 00:08:00",Mobile,Chrome,3,8
2962,b78b09ae_mia.1367202202,"2023-02-01 00:00:00","2023-02-01 00:41:00",Tablet,Firefox,8,41
2963,e150a89d_will1478202302,"2023-07-07 00:00:00","2023-07-07 00:39:00",Mobile,Firefox,18,39
2964,e150a89d_will1478202302,"2023-06-11 00:00:00","2023-06-11 01:40:00",Desktop,Firefox,9,100
2965,e150a89d_will1478202302,"2023-08-02 00:00:00","2023-08-02 01:15:00",Mobile,Chrome,3,75
2966,e150a89d_will1478202302,"2023-07-17 00:00:00","2023-07-17 01:36:00",Tablet,Edge,13,96
2967,e150a89d_will1478202302,"2023-08-14 00:00:00","2023-08-14 01:12:00",Mobile,Firefox,13,72
2968,e150a89d_will1478202302,"2023-10-18 00:00:00","2023-10-18 01:08:00",Mobile,Chrome,6,68
2969,e150a89d_will1478202302,"2023-04-04 00:00:00","2023-04-04 01:01:00",Desktop,Edge,2,61
2970,e150a89d_will1478202302,"2023-01-26 00:00:00","2023-01-26 00:20:00",Mobile,Chrome,9,20
2971,e150a89d_will1478202302,"2023-10-08 00:00:00","2023-10-08 01:49:00",Tablet,Firefox,14,109
2972,e150a89d_will1478202302,"2023-01-12 00:00:00","2023-01-12 01:23:00",Desktop,Chrome,4,83
2973,ada24548_isab6215202307,"2023-12-07 00:00:00","2023-12-07 00:47:00",Tablet,Chrome,4,47
2974,ada24548_isab6215202307,"2023-02-25 00:00:00","2023-02-25 01:52:00",Desktop,Safari,16,112
2975,ada24548_isab6215202307,"2023-02-14 00:00:00","2023-02-14 00:20:00",Tablet,Edge,15,20
2976,ada24548_isab6215202307,"2024-03-08 00:00:00","2024-03-08 01:22:00",Tablet,Safari,20,82
2977,ada24548_isab6215202307,"2024-04-07 00:00:00","2024-04-07 01:43:00",Tablet,Safari,18,103
2978,ada24548_isab6215202307,"2023-06-10 00:00:00","2023-06-10 01:23:00",Mobile,Safari,20,83
2979,ada24548_isab6215202307,"2023-01-31 00:00:00","2023-01-31 01:00:00",Mobile,Chrome,14,60
2980,ada24548_isab6215202307,"2023-09-08 00:00:00","2023-09-08 01:28:00",Tablet,Chrome,20,88
2981,ada24548_isab6215202307,"2023-05-20 00:00:00","2023-05-20 01:52:00",Mobile,Chrome,4,112
2982,ada24548_isab6215202307,"2023-02-21 00:00:00","2023-02-21 00:41:00",Tablet,Safari,18,41
2983,2128a1dd_yan.0144202205,"2023-05-02 00:00:00","2023-05-02 01:37:00",Mobile,Edge,6,97
2984,2128a1dd_yan.0144202205,"2023-12-29 00:00:00","2023-12-29 01:56:00",Desktop,Safari,19,116
2985,2128a1dd_yan.0144202205,"2023-04-09 00:00:00","2023-04-09 01:16:00",Desktop,Firefox,5,76
2986,2128a1dd_yan.0144202205,"2023-01-09 00:00:00","2023-01-09 01:01:00",Mobile,Edge,8,61
2987,1fa14475_haru3261202301,"2023-01-16 00:00:00","2023-01-16 00:26:00",Desktop,Edge,2,26
2988,1fa14475_haru3261202301,"2024-03-04 00:00:00","2024-03-04 00:51:00",Desktop,Firefox,15,51
2989,1fa14475_haru3261202301,"2023-04-22 00:00:00","2023-04-22 01:29:00",Tablet,Edge,3,89
2990,1fa14475_haru3261202301,"2023-01-15 00:00:00","2023-01-15 01:34:00",Desktop,Edge,7,94
2991,1fa14475_haru3261202301,"2023-05-25 00:00:00","2023-05-25 01:03:00",Mobile,Edge,11,63
2992,1fa14475_haru3261202301,"2023-06-19 00:00:00","2023-06-19 00:47:00",Desktop,Edge,3,47
2993,1fa14475_haru3261202301,"2023-06-29 00:00:00","2023-06-29 00:19:00",Tablet,Chrome,19,19
2994,1fa14475_haru3261202301,"2023-11-07 00:00:00","2023-11-07 01:58:00",Mobile,Firefox,17,118
2995,1fa14475_haru3261202301,"2023-01-26 00:00:00","2023-01-26 01:57:00",Desktop,Firefox,9,117
2996,b662ec8e_ling4774202310,"2023-03-14 00:00:00","2023-03-14 00:17:00",Desktop,Firefox,11,17
2997,cb3b2a36_luca8348202312,"2023-08-27 00:00:00","2023-08-27 01:13:00",Tablet,Firefox,15,73
2998,cb3b2a36_luca8348202312,"2024-02-17 00:00:00","2024-02-17 01:24:00",Tablet,Chrome,6,84
2999,cb3b2a36_luca8348202312,"2024-03-10 00:00:00","2024-03-10 00:27:00",Tablet,Firefox,4,27
3000,89591ed9_jame8768202301,"2023-04-27 00:00:00","2023-04-27 00:02:00",Desktop,Safari,2,2
3001,89591ed9_jame8768202301,"2023-07-26 00:00:00","2023-07-26 00:01:00",Tablet,Safari,17,1
3002,89591ed9_jame8768202301,"2023-12-04 00:00:00","2023-12-04 01:30:00",Desktop,Edge,3,90
